,carat,depth,table,price,cut_encoded,color_encoded,clarity_encoded
32617,0.3,62.1,55.0,457,4,2,3
32618,0.3,62.0,57.0,457,4,2,3
32619,0.3,62.3,55.0,457,4,1,4
32620,0.3,62.5,54.0,457,4,1,4
32621,0.3,62.0,57.0,457,4,1,4
32622,0.31,61.5,56.5,457,4,2,2
32623,0.31,63.9,55.0,457,1,1,4
32624,0.31,58.9,61.0,457,2,2,3
32625,0.23,61.4,55.0,458,2,5,5
32626,0.23,62.4,53.0,458,2,6,5
32627,0.23,59.7,58.0,458,2,6,6
32628,0.28,60.5,58.0,458,2,6,4
32629,0.23,58.1,52.0,458,1,4,6
32630,0.23,60.6,65.0,458,1,5,6
32631,0.28,63.1,55.0,458,1,5,4
32632,0.31,58.8,59.0,459,2,4,2
32633,0.27,62.1,55.0,459,4,1,5
32634,0.36,61.5,55.0,459,4,0,3
32635,0.27,61.4,55.0,459,4,3,3
32636,0.25,61.4,57.0,459,4,3,3
32637,0.25,61.8,58.0,459,4,3,3
32638,0.32,61.6,56.0,459,4,3,1
32639,0.34,60.4,56.0,459,2,1,2
32640,0.31,62.2,55.0,802,4,2,5
32641,0.31,62.5,55.0,802,4,2,5
32642,0.31,60.6,60.0,802,3,2,5
32643,0.31,61.2,59.0,802,3,2,5
32644,0.31,62.4,56.0,802,4,2,5
32645,0.31,61.9,58.0,802,3,2,5
32646,0.31,61.8,56.0,802,4,2,5
32647,0.31,61.1,56.0,802,4,2,5
32648,0.31,62.6,56.0,802,4,2,5
32649,0.31,61.4,58.0,802,3,2,5
32650,0.31,62.4,57.0,802,4,2,5
32651,0.31,62.4,57.0,802,4,2,5
32652,0.31,62.2,57.0,802,4,2,5
32653,0.31,61.4,58.0,802,3,2,5
32654,0.31,62.3,60.0,802,3,2,5
32655,0.31,62.4,59.0,802,3,2,5
32656,0.31,63.7,55.0,802,1,2,5
32657,0.31,63.6,56.0,802,1,2,5
32658,0.31,63.4,56.0,802,2,2,5
32659,0.31,62.6,60.0,802,3,2,5
32660,0.31,62.8,57.0,802,4,2,5
32661,0.31,61.9,58.0,802,3,2,5
32662,0.31,62.4,58.0,802,3,2,5
32663,0.31,62.6,58.0,802,3,2,5
32664,0.31,59.5,59.0,802,3,3,4
32665,0.31,61.5,56.0,802,4,3,4
32666,0.31,61.0,55.0,802,4,3,4
32667,0.31,61.2,60.0,802,3,3,4
32668,0.31,61.4,56.0,802,4,3,4
32669,0.31,59.6,61.0,802,3,3,4
32670,0.31,61.2,59.0,802,3,3,4
32671,0.31,62.4,55.0,802,4,3,4
32672,0.31,62.1,55.0,802,4,3,4
32673,0.31,62.1,55.0,802,4,3,4
32674,0.31,62.5,57.0,802,4,3,4
32675,0.31,62.4,59.0,802,3,3,4
32676,0.31,61.8,59.0,802,3,3,4
32677,0.31,62.2,56.0,802,3,3,4
32678,0.31,60.8,61.0,802,3,3,4
32679,0.31,62.1,58.0,802,3,3,4
32680,0.31,62.1,58.0,802,3,3,4
32681,0.31,61.2,60.0,802,3,3,4
32682,0.31,62.9,58.0,802,3,3,4
32683,0.31,62.4,58.0,802,3,3,4
32684,0.31,62.9,57.0,802,4,3,4
32685,0.31,63.0,57.0,802,3,3,4
32686,0.31,63.2,57.0,802,2,3,4
32687,0.31,63.2,56.0,802,2,3,4
32688,0.31,63.3,56.0,802,2,3,4
32689,0.31,63.8,57.0,802,1,3,4
32691,0.31,62.8,58.0,802,3,3,4
32692,0.31,63.7,56.0,802,1,3,4
32693,0.31,63.2,56.0,802,2,3,4
32694,0.31,61.4,58.0,802,3,4,3
32695,0.31,60.8,56.0,802,4,4,3
32696,0.31,59.3,60.0,802,3,4,3
32697,0.31,61.6,58.0,802,3,4,3
32698,0.31,61.9,54.0,802,4,4,3
32699,0.31,62.3,55.0,802,4,4,3
32700,0.31,62.0,56.0,802,4,4,3
32701,0.31,61.6,55.0,802,4,4,3
32702,0.31,60.8,57.0,802,4,4,3
32703,0.31,62.1,53.0,802,4,4,3
32704,0.31,61.5,56.0,802,3,4,3
32705,0.31,60.8,60.0,802,3,4,3
32706,0.31,61.5,56.0,802,4,4,3
32707,0.31,61.7,58.0,802,3,4,3
32708,0.31,62.3,60.0,802,3,4,3
32709,0.31,61.8,56.0,802,4,4,3
32710,0.31,62.3,55.0,802,4,4,3
32711,0.31,62.8,57.0,802,4,4,3
32712,0.31,63.4,56.0,802,2,4,3
32713,0.31,61.9,55.0,802,4,4,3
32714,0.31,62.0,58.0,802,3,4,3
32715,0.31,61.4,55.0,802,3,4,3
32716,0.31,61.4,62.0,802,3,4,3
32717,0.31,61.3,59.0,802,3,4,3
32718,0.31,62.4,56.0,802,4,4,3
32719,0.31,62.4,58.0,802,3,4,3
32720,0.31,62.3,57.0,802,4,4,3
32721,0.31,62.7,59.0,802,3,4,3
32722,0.31,62.7,57.0,802,4,4,3
32723,0.31,61.8,59.0,802,3,4,3
32724,0.31,62.9,56.0,802,4,4,3
32725,0.31,62.3,55.0,802,4,4,3
32726,0.31,62.3,59.0,802,3,4,3
32727,0.31,61.3,57.0,802,4,4,3
32728,0.31,62.0,60.0,802,3,4,3
32729,0.31,62.6,55.0,802,4,4,3
32730,0.31,62.6,57.0,802,4,4,3
32731,0.31,62.3,59.0,802,3,4,3
32732,0.31,63.4,56.0,802,2,4,3
32733,0.31,63.9,56.0,802,1,4,3
32734,0.31,62.9,58.0,802,3,4,3
32735,0.31,62.9,59.0,802,3,4,3
32736,0.31,62.6,57.0,802,4,4,3
32737,0.31,62.8,56.0,802,4,4,3
32738,0.31,59.7,58.0,802,3,4,3
32739,0.31,61.9,55.0,802,4,4,3
32740,0.33,60.0,57.0,802,4,5,4
32741,0.31,62.2,58.0,802,3,3,4
32742,0.31,62.0,59.0,802,3,3,4
32743,0.32,61.5,56.0,803,4,4,6
32744,0.31,60.7,57.0,803,4,6,3
32745,0.33,60.7,56.0,803,4,6,3
32746,0.36,61.5,55.0,803,4,4,4
32747,0.36,61.3,54.0,803,4,4,4
32748,0.36,61.3,55.0,803,4,4,4
32749,0.36,60.8,56.0,803,4,4,4
32750,0.43,61.2,56.2,803,4,5,2
32751,0.42,62.6,58.0,803,3,1,2
32752,0.34,60.2,60.0,803,3,6,2
32753,0.34,62.8,58.0,803,3,6,2
32754,0.34,63.1,57.0,803,2,6,2
32755,0.34,62.3,57.0,803,4,6,2
32756,0.42,61.2,60.0,803,3,1,2
32757,0.34,61.9,58.0,803,3,1,6
32758,0.34,62.6,58.0,803,3,1,6
32759,0.34,60.5,59.0,803,3,1,6
32760,0.34,62.4,59.0,803,3,1,6
32761,0.34,59.7,59.0,803,3,6,2
32762,0.34,59.6,59.0,803,3,6,2
32763,0.34,61.5,53.0,803,4,6,2
32764,0.34,60.6,56.0,803,4,6,2
32765,0.34,60.1,57.0,803,4,6,2
32766,0.34,61.2,57.0,803,4,6,2
32767,0.34,59.6,61.0,803,3,6,2
32768,0.34,59.8,61.0,803,3,6,2
32769,0.34,60.4,57.0,803,4,6,2
32770,0.34,61.3,57.0,803,4,6,2
32771,0.34,62.7,56.0,803,4,6,2
32772,0.34,62.8,55.0,803,4,6,2
32773,0.34,61.2,58.0,803,3,6,2
32774,0.34,62.0,56.0,803,4,6,2
32775,0.34,62.7,59.0,803,3,6,2
32776,0.34,62.4,58.0,803,3,6,2
32777,0.34,62.0,59.0,803,3,6,2
32778,0.34,62.0,56.0,803,3,6,2
32779,0.45,62.0,62.0,803,3,3,1
32780,0.34,61.8,56.0,803,4,1,6
32781,0.37,60.2,60.0,803,3,6,4
32782,0.32,61.2,56.0,803,4,6,5
32783,0.31,62.1,54.0,804,4,6,3
32784,0.31,60.2,56.0,804,4,5,4
32785,0.32,61.1,59.0,804,2,6,5
32786,0.43,62.5,60.0,804,2,4,3
32787,0.31,61.2,56.0,804,4,6,5
32788,0.32,60.3,58.0,804,4,6,5
32789,0.4,62.6,56.0,804,4,3,3
32790,0.33,61.1,56.0,804,4,4,3
32791,0.33,61.9,58.0,804,3,5,3
32792,0.32,62.0,55.0,804,4,5,3
32793,0.31,61.6,55.0,804,4,6,3
32794,0.31,60.2,56.0,804,4,6,3
32795,0.31,61.4,56.0,804,4,5,4
32796,0.39,61.3,58.0,805,2,1,6
32797,0.31,61.2,59.0,805,4,6,5
32798,0.39,60.8,56.0,805,4,1,6
32799,0.38,62.0,54.2,805,4,5,3
32800,0.34,60.6,57.0,805,4,6,3
32801,0.34,62.9,56.0,805,2,6,3
32802,0.34,61.2,57.0,805,4,5,4
32803,0.34,62.4,55.0,805,4,5,4
32804,0.34,62.0,54.0,805,4,6,3
32805,0.34,61.0,57.0,805,4,5,4
32806,0.34,62.1,58.0,805,3,6,3
32807,0.34,62.1,56.0,805,4,5,4
32808,0.34,62.2,55.0,805,4,5,4
32809,0.34,62.1,55.0,805,4,6,3
32810,0.34,62.3,55.0,805,4,6,3
32811,0.34,61.8,56.0,805,4,5,4
32812,0.34,61.3,57.0,805,4,6,3
32813,0.34,62.9,55.0,805,2,6,3
32814,0.34,62.0,56.0,805,4,5,4
32815,0.34,61.2,57.0,805,4,5,4
32816,0.34,62.4,53.0,805,4,6,3
32817,0.34,61.4,56.0,805,4,6,3
32818,0.34,60.4,60.0,805,3,6,3
32819,0.34,59.3,58.0,805,3,6,3
32820,0.34,62.5,57.0,805,4,6,3
32821,0.34,61.8,57.0,805,4,5,4
32822,0.34,62.0,55.0,805,4,6,3
32823,0.34,62.0,55.0,805,4,6,3
32824,0.34,59.9,58.0,805,3,5,4
32825,0.34,60.8,57.0,805,4,5,4
32826,0.34,60.8,57.0,805,4,6,3
32827,0.33,59.7,59.0,806,2,3,5
32828,0.35,61.3,55.0,806,4,4,5
32829,0.33,60.9,56.7,806,4,3,6
32830,0.33,61.5,54.0,806,4,5,4
32831,0.33,61.8,55.2,806,4,2,7
32832,0.32,62.2,59.0,806,3,4,5
32833,0.6,60.1,60.0,806,3,2,0
32834,0.42,61.0,54.0,807,4,1,3
32835,0.35,61.3,56.0,807,4,3,3
32836,0.44,61.1,56.0,807,4,1,4
32837,0.44,61.8,55.0,807,4,1,4
32838,0.46,61.1,57.0,807,4,3,1
32839,0.46,61.7,55.0,807,4,2,2
32840,0.29,60.9,61.0,807,3,5,6
32841,0.36,62.0,59.0,807,3,4,3
32842,0.36,61.5,55.0,807,4,4,3
32843,0.43,61.6,56.0,807,4,6,2
32844,0.4,62.0,56.0,807,4,1,5
32845,0.4,62.4,55.0,807,4,1,5
32846,0.4,62.9,56.0,807,2,3,3
32847,0.4,62.3,57.0,807,4,3,3
32848,0.4,62.7,56.0,807,2,2,4
32849,0.4,62.6,58.0,807,3,2,4
32850,0.4,63.4,58.0,807,1,2,4
32851,0.4,61.2,57.0,807,4,3,3
32852,0.4,62.4,60.0,807,3,2,4
32853,0.4,63.8,59.0,807,1,3,3
32854,0.4,62.6,58.0,807,2,2,4
32855,0.4,63.5,56.0,807,1,3,3
32856,0.4,62.8,61.0,807,2,3,3
32857,0.4,61.8,56.0,807,4,2,4
32858,0.4,62.6,58.0,807,3,2,4
32859,0.31,61.3,56.0,808,2,4,6
32860,0.39,60.0,56.0,808,2,5,3
32861,0.32,61.0,55.0,808,4,5,5
32862,0.38,60.7,56.0,808,4,6,3
32863,0.32,61.5,55.0,808,4,6,3
32864,0.35,61.8,53.0,808,4,1,7
32865,0.32,60.0,57.0,809,2,6,5
32866,0.46,61.5,56.0,809,2,4,1
32867,0.38,63.4,53.0,809,4,1,5
32868,0.32,61.6,54.0,809,4,6,5
32869,0.32,61.7,56.0,809,4,4,6
32870,0.37,60.5,56.0,809,4,3,3
32871,0.41,61.7,54.0,809,4,4,3
32872,0.38,64.1,55.0,809,1,6,3
32873,0.37,61.0,55.0,810,4,3,4
32874,0.41,60.9,56.0,810,4,3,1
32875,0.36,61.6,56.0,810,4,5,2
32876,0.36,61.9,56.0,810,4,5,2
32877,0.36,62.4,55.0,810,4,5,2
32878,0.36,60.8,59.0,810,3,2,4
32879,0.36,61.6,59.0,810,3,2,4
32880,0.4,63.2,57.0,810,2,0,4
32881,0.4,62.6,55.0,810,4,0,4
32882,0.4,60.7,60.0,810,3,0,4
32883,0.4,59.7,59.0,810,3,0,4
32884,0.4,63.0,58.0,810,3,0,4
32885,0.4,63.4,58.0,810,2,0,4
32886,0.4,62.6,60.0,810,3,4,1
32887,0.36,61.8,57.0,810,4,2,4
32888,0.36,60.5,59.0,810,3,2,4
32889,0.36,60.9,60.0,810,3,5,2
32890,0.36,61.3,56.0,810,3,5,2
32891,0.36,61.4,57.0,810,4,5,2
32892,0.36,62.1,56.0,810,4,5,2
32893,0.36,62.4,55.0,810,4,5,2
32894,0.36,60.8,59.0,810,3,5,2
32895,0.36,63.1,58.0,810,2,5,2
32896,0.36,62.9,56.0,810,4,5,2
32897,0.36,62.0,57.0,810,4,5,2
32898,0.3,63.3,57.0,810,2,1,7
32899,0.3,60.5,59.0,810,3,1,7
32900,0.3,63.3,56.0,810,2,1,7
32902,0.44,61.3,58.0,810,3,2,3
32903,0.42,61.7,56.0,810,4,6,2
32904,0.33,61.5,59.0,810,3,3,6
32905,0.33,62.2,56.0,810,4,4,5
32906,0.42,62.4,57.0,810,4,6,2
32907,0.44,61.0,57.0,810,4,4,2
32908,0.33,61.3,56.0,810,4,4,5
32909,0.42,62.0,55.0,810,4,6,2
32910,0.44,62.9,58.0,810,2,5,2
32911,0.42,59.8,59.0,810,3,6,2
32912,0.33,61.9,56.0,810,4,4,5
32913,0.44,62.8,56.0,810,2,1,4
32914,0.42,62.8,58.0,810,2,6,2
32915,0.33,62.3,55.0,810,4,3,6
32916,0.44,61.1,56.0,810,4,5,2
32917,0.42,61.8,57.0,810,4,6,2
32918,0.42,61.5,56.0,810,4,6,2
32919,0.42,60.8,59.0,810,2,6,2
32920,0.44,62.2,60.0,810,2,5,2
32921,0.42,61.9,56.0,810,4,6,2
32922,0.44,62.6,56.0,810,4,5,2
32923,0.37,62.3,56.0,810,4,2,6
32924,0.44,62.3,59.0,810,3,5,2
32925,0.42,61.9,57.0,810,4,6,2
32926,0.42,62.3,57.0,810,4,6,2
32927,0.42,61.9,59.0,810,3,6,2
32928,0.42,62.1,59.0,810,3,6,2
32929,0.42,61.1,60.0,810,3,6,2
32930,0.33,62.5,59.0,810,2,4,5
32931,0.33,61.4,56.0,810,4,4,5
32932,0.41,61.3,60.0,811,2,1,5
32933,0.41,61.7,54.0,811,4,3,3
32934,0.37,62.7,56.0,811,4,5,3
32935,0.37,61.0,59.0,811,3,5,3
32936,0.37,60.3,58.0,811,3,5,3
32937,0.37,61.9,53.0,811,4,5,3
32938,0.37,61.5,58.0,811,3,5,3
32939,0.37,62.5,56.0,811,4,5,3
32940,0.34,61.9,57.0,459,4,1,2
32941,0.34,60.2,57.0,459,4,1,2
32942,0.34,62.8,57.0,459,2,1,2
32943,0.34,60.0,58.0,459,3,1,2
32944,0.34,62.3,55.0,459,4,1,2
32945,0.34,62.4,56.0,459,4,1,2
32946,0.34,61.7,56.0,459,2,1,2
32947,0.34,61.9,57.0,459,4,1,2
32948,0.33,60.0,56.0,460,2,3,1
32949,0.25,62.2,54.0,460,4,4,3
32950,0.25,62.3,53.0,460,4,3,4
32951,0.35,63.8,56.0,460,1,4,1
32952,0.35,62.8,55.0,460,2,4,1
32953,0.35,62.2,58.0,460,3,0,4
32954,0.24,61.7,57.0,461,2,5,3
32955,0.24,61.3,54.0,461,2,4,3
32956,0.24,61.0,57.0,461,2,4,4
32957,0.24,62.4,56.0,461,2,5,4
32958,0.31,62.4,54.0,461,4,0,6
32959,0.31,61.9,54.0,461,4,1,4
32960,0.32,61.4,55.0,461,4,3,2
32961,0.32,61.3,57.0,461,4,3,2
32962,0.3,62.3,56.0,461,4,4,2
32963,0.3,62.5,57.0,461,4,4,2
32964,0.32,62.3,60.0,461,3,2,2
32965,0.32,62.0,58.0,461,3,2,2
32966,0.32,63.0,59.0,461,2,2,2
32967,0.32,63.1,58.0,461,1,2,2
32968,0.32,63.7,55.0,461,1,2,2
32969,0.32,62.6,55.0,461,2,2,2
32970,0.37,59.5,59.0,811,2,5,3
32971,0.37,61.8,59.0,811,2,5,3
32972,0.37,61.1,57.0,811,2,5,3
32973,0.37,62.0,57.0,811,4,5,3
32974,0.37,62.6,56.0,811,4,5,3
32975,0.37,58.9,61.0,811,2,5,3
32976,0.37,61.7,56.0,811,4,4,4
32977,0.37,61.6,57.0,811,4,5,3
32978,0.37,61.1,57.0,811,4,4,4
32979,0.37,62.3,59.0,811,2,5,3
32980,0.37,61.5,56.0,811,4,5,3
32981,0.37,61.2,57.0,811,4,5,3
32982,0.37,62.3,56.0,811,4,5,3
32983,0.37,63.0,58.0,811,2,5,3
32984,0.37,59.1,60.0,811,3,5,3
32985,0.3,61.0,56.0,812,4,5,5
32986,0.38,61.6,57.0,812,3,5,1
32987,0.38,61.1,58.0,812,3,6,1
32988,0.38,61.1,56.0,812,4,6,1
32989,0.38,62.1,55.0,812,3,6,1
32990,0.38,62.5,58.0,812,3,1,3
32991,0.38,61.7,59.0,812,3,1,3
32992,0.38,61.5,58.0,812,3,1,3
32993,0.38,61.8,59.0,812,3,1,3
32994,0.38,60.2,58.0,812,3,1,3
32995,0.38,59.7,60.0,812,3,2,2
32996,0.38,61.2,62.0,812,3,2,2
32997,0.38,63.3,57.0,812,2,2,2
32998,0.38,59.2,61.0,812,3,6,1
32999,0.38,61.2,57.0,812,4,5,1
33000,0.44,61.9,57.0,813,2,1,4
33001,0.34,60.4,56.0,813,4,3,6
33002,0.3,61.0,56.0,813,4,5,6
33003,0.32,60.9,56.0,813,4,5,6
33004,0.38,61.5,55.0,813,4,5,3
33005,0.44,61.1,56.0,813,4,3,2
33006,0.3,61.8,55.0,813,4,3,7
33007,0.4,64.7,58.0,813,0,5,3
33008,0.43,58.3,62.0,813,3,4,1
33009,0.41,61.4,59.2,813,2,3,3
33010,0.31,64.2,60.0,813,1,5,7
33011,0.3,60.7,55.0,814,2,5,5
33012,0.3,61.1,57.0,814,2,4,6
33013,0.3,62.6,56.0,814,2,4,6
33014,0.4,59.1,60.0,814,2,5,3
33015,0.31,56.7,60.0,814,1,4,4
33017,0.31,60.2,55.0,814,4,4,5
33018,0.33,60.9,56.0,814,4,5,5
33019,0.33,61.2,56.0,814,4,5,5
33020,0.33,61.2,56.0,814,4,5,5
33021,0.3,61.7,57.0,814,4,6,5
33022,0.3,62.0,53.0,814,4,6,5
33023,0.3,61.9,55.0,814,4,6,5
33024,0.3,61.6,58.0,814,4,6,5
33025,0.3,61.7,55.0,814,4,6,5
33026,0.3,61.6,57.0,814,4,6,5
33027,0.3,62.4,54.0,814,4,6,5
33028,0.3,60.7,58.0,814,4,6,5
33029,0.3,62.1,57.0,814,4,6,5
33030,0.3,62.2,55.0,814,4,6,5
33031,0.32,61.2,55.0,814,4,3,6
33032,0.32,61.4,57.0,814,4,3,6
33033,0.32,61.9,55.0,814,4,3,6
33034,0.32,61.2,55.0,814,4,3,6
33035,0.32,61.7,56.0,814,4,3,6
33036,0.32,61.6,55.0,814,4,3,6
33038,0.32,61.1,55.0,814,4,3,6
33039,0.32,61.1,55.0,814,4,3,6
33040,0.32,62.2,53.0,814,4,3,6
33041,0.32,61.2,56.0,814,4,3,6
33042,0.32,61.8,55.0,814,4,3,6
33043,0.32,61.8,54.0,814,4,3,6
33044,0.32,61.8,54.0,814,4,3,6
33045,0.3,61.8,57.0,814,4,4,6
33046,0.3,62.2,57.0,814,4,4,6
33047,0.3,61.6,58.0,814,4,4,6
33048,0.3,62.6,55.0,814,4,4,6
33049,0.3,61.6,55.0,814,4,4,6
33050,0.3,62.5,57.0,814,4,4,6
33051,0.3,61.9,54.0,814,4,4,6
33052,0.3,62.1,54.0,814,4,4,6
33053,0.3,61.5,58.0,814,4,4,6
33054,0.3,61.9,58.0,814,4,4,6
33055,0.3,62.5,55.0,814,4,4,6
33056,0.3,61.7,58.0,814,4,4,6
33057,0.3,61.1,56.0,814,4,4,6
33058,0.3,62.0,58.0,814,4,4,6
33059,0.3,62.2,56.0,814,4,4,6
33060,0.3,61.9,56.0,814,4,4,6
33061,0.3,61.9,57.0,814,4,4,6
33062,0.3,62.2,56.0,814,4,4,6
33063,0.32,61.2,56.0,814,4,2,7
33064,0.32,61.8,55.0,814,4,2,7
33065,0.32,61.1,56.0,814,4,2,7
33066,0.32,61.2,57.0,814,4,2,7
33067,0.32,61.6,55.0,814,4,2,7
33068,0.32,62.6,54.0,814,4,2,7
33069,0.32,62.0,55.0,814,4,2,7
33070,0.32,61.6,54.0,814,4,2,7
33071,0.32,61.4,55.0,814,4,2,7
33072,0.32,62.2,54.0,814,4,2,7
33073,0.32,62.1,54.0,814,4,2,7
33074,0.4,64.4,56.0,814,1,6,3
33075,0.26,62.7,55.0,814,4,4,6
33076,0.26,61.7,56.0,814,4,5,6
33077,0.26,60.9,59.0,814,3,5,6
33078,0.42,58.5,60.0,814,3,5,1
33080,0.3,60.2,57.0,814,3,5,4
33081,0.3,61.4,59.0,814,3,5,4
33082,0.32,60.8,59.0,814,3,5,6
33083,0.32,62.5,56.0,814,4,5,6
33084,0.3,59.8,64.0,814,1,5,5
33085,0.32,61.4,57.0,814,4,6,4
33086,0.46,62.6,58.0,815,2,4,1
33087,0.29,59.9,56.0,815,2,4,7
33088,0.37,61.6,55.0,815,4,3,5
33089,0.29,61.9,56.0,815,4,5,5
33090,0.31,62.4,54.0,815,4,6,5
33091,0.31,61.7,54.0,815,4,6,5
33092,0.37,61.4,55.0,815,4,2,6
33093,0.37,61.9,54.0,815,4,2,6
33094,0.37,62.0,53.0,815,4,2,6
33095,0.31,62.3,54.0,815,4,4,6
33096,0.31,62.0,55.0,815,4,4,6
33097,0.29,61.7,55.0,815,4,4,6
33098,0.4,61.1,57.0,815,4,2,4
33099,0.29,61.9,57.0,815,4,5,7
33100,0.38,59.1,58.0,815,3,6,2
33101,0.32,61.6,54.0,816,2,5,5
33102,0.34,57.0,61.0,816,1,5,3
33103,0.32,61.2,56.0,816,4,5,5
33104,0.32,61.5,56.0,816,4,5,5
33105,0.32,62.2,53.0,816,4,5,5
33106,0.39,62.0,57.0,816,4,3,3
33107,0.34,62.2,54.2,816,4,5,4
33108,0.4,59.6,63.0,816,1,3,3
33109,0.31,61.0,60.0,816,3,5,4
33110,0.31,61.9,56.0,816,3,5,4
33111,0.4,58.3,62.0,816,3,3,2
33112,0.31,62.5,52.0,816,3,6,3
33113,0.31,61.7,58.0,816,3,6,3
33114,0.34,64.7,55.0,816,0,4,3
33115,0.34,59.8,56.0,816,4,5,3
33116,0.31,62.1,55.0,816,4,6,3
33117,0.31,62.5,57.0,816,4,3,6
33118,0.31,62.5,55.0,816,4,3,6
33119,0.31,60.0,57.0,816,4,2,7
33120,0.31,61.9,58.0,816,3,5,5
33121,0.31,61.0,56.0,816,4,5,5
33122,0.39,62.5,54.0,816,4,1,4
33123,0.31,63.0,58.0,816,2,3,6
33124,0.31,62.5,57.0,816,2,3,6
33125,0.31,60.4,59.0,816,2,3,6
33126,0.31,63.5,57.0,816,1,3,6
33127,0.31,61.7,56.0,816,4,5,5
33128,0.31,61.1,58.0,816,3,3,6
33129,0.31,61.6,57.0,816,4,5,5
33130,0.31,60.8,55.0,816,2,5,5
33131,0.31,61.8,56.0,816,4,2,7
33132,0.31,60.7,58.0,816,3,3,6
33133,0.31,61.9,55.0,816,4,3,6
33134,0.31,61.2,56.0,816,4,3,6
33135,0.31,61.4,58.0,816,3,5,5
33136,0.31,61.3,60.0,816,3,5,5
33137,0.31,60.8,57.0,816,4,5,5
33138,0.31,59.9,62.0,816,2,3,6
33139,0.31,62.1,59.0,816,3,3,6
33140,0.31,63.4,57.0,816,1,3,6
33141,0.31,59.5,56.0,816,4,3,6
33142,0.31,60.6,57.0,816,4,3,6
33143,0.31,62.2,59.0,816,3,3,6
33144,0.31,61.0,58.0,816,3,2,7
33145,0.31,63.1,56.0,816,1,3,6
33146,0.31,61.6,56.0,816,4,3,6
33147,0.31,60.8,56.0,816,4,3,6
33148,0.31,62.1,59.0,816,2,3,6
33149,0.31,61.2,59.0,816,3,3,6
33150,0.31,61.4,58.0,816,3,3,6
33151,0.31,60.4,59.0,816,3,5,5
33152,0.31,61.7,57.0,816,4,3,6
33153,0.31,59.5,60.0,816,3,3,6
33154,0.31,60.5,60.0,816,3,3,6
33155,0.31,62.8,53.0,816,2,3,6
33156,0.31,62.6,61.0,816,2,3,6
33157,0.31,62.5,54.0,816,4,3,6
33158,0.31,62.1,54.0,816,4,2,7
33159,0.31,61.7,58.0,816,3,2,7
33160,0.31,61.6,55.0,816,4,5,5
33161,0.31,60.2,59.0,816,3,3,6
33162,0.31,60.7,57.0,816,4,3,6
33163,0.31,61.4,60.0,816,2,5,5
33164,0.39,62.7,58.0,817,2,1,5
33165,0.36,61.4,56.0,817,4,4,5
33166,0.25,61.3,58.0,817,4,4,6
33167,0.38,62.3,55.0,817,4,3,4
33168,0.36,61.8,56.0,817,4,5,4
33169,0.3,61.9,54.1,817,4,6,4
33170,0.37,58.4,59.0,817,3,3,4
33171,0.43,58.4,60.0,817,2,3,4
33172,0.38,58.5,59.0,818,2,6,3
33173,0.43,61.7,55.0,818,4,3,2
33174,0.41,59.5,62.0,818,3,5,1
33175,0.41,63.0,57.0,818,4,5,1
33176,0.41,63.4,58.0,818,2,5,1
33177,0.41,62.8,58.0,818,3,5,1
33178,0.41,63.3,56.0,818,2,5,1
33179,0.41,63.5,55.0,818,2,5,1
33180,0.41,63.2,58.0,818,2,5,1
33181,0.41,63.8,57.0,818,1,5,1
33182,0.41,62.3,61.0,818,3,6,1
33183,0.41,63.1,54.0,818,2,6,1
33184,0.41,64.7,55.0,818,0,5,1
33185,0.37,62.8,55.0,818,2,5,4
33186,0.37,63.3,56.0,818,1,5,4
33187,0.4,61.3,59.0,818,2,2,4
33188,0.34,61.6,58.0,819,2,5,5
33189,0.34,61.7,56.0,819,2,3,6
33190,0.34,60.9,57.0,819,2,3,6
33191,0.36,61.6,56.0,819,4,4,4
33192,0.3,60.4,60.0,819,3,3,5
33193,0.3,63.1,54.0,819,2,2,6
33194,0.3,61.1,61.0,819,3,2,6
33195,0.3,62.6,56.0,819,4,2,6
33196,0.3,59.7,63.0,819,2,3,5
33197,0.3,62.2,54.0,819,4,3,5
33198,0.3,62.9,55.0,819,4,3,5
33199,0.3,62.9,58.0,819,3,3,5
33200,0.3,64.4,58.0,819,0,3,5
33201,0.4,62.3,57.0,819,4,3,4
33202,0.37,61.1,58.0,820,2,6,4
33203,0.35,61.8,55.0,820,4,3,5
33204,0.39,62.5,53.1,820,4,1,6
33205,0.33,61.4,55.0,820,4,3,6
33206,0.33,62.4,56.0,820,4,3,6
33207,0.4,61.2,56.0,820,4,0,2
33208,0.33,61.6,55.0,820,4,2,7
33209,0.4,59.6,61.0,820,1,3,4
33210,0.27,61.7,57.0,820,3,4,7
33211,0.36,60.7,57.1,821,2,3,4
33212,0.32,61.3,57.0,821,4,2,6
33213,0.31,61.2,56.0,821,4,4,4
33214,0.31,61.4,55.0,821,4,4,4
33215,0.31,62.3,57.0,821,4,4,7
33216,0.4,60.5,59.0,821,3,5,1
33217,0.34,62.2,55.0,821,3,3,4
33218,0.36,62.8,57.0,821,2,3,6
33219,0.39,60.0,57.0,821,4,4,3
33220,0.39,58.8,59.0,821,2,4,3
33221,0.36,62.3,56.0,821,4,3,5
33222,0.39,61.5,59.0,821,3,1,6
33223,0.39,62.4,58.0,821,2,4,3
33224,0.39,58.4,62.0,821,2,4,3
33225,0.36,62.3,56.0,821,4,2,6
33226,0.36,61.9,58.0,821,2,3,5
33227,0.4,61.8,58.0,822,2,3,4
33228,0.38,61.3,57.0,822,4,4,3
