,carat,depth,table,price,cut_encoded,color_encoded,clarity_encoded,carat_bins
30157,0.4,63.1,61.0,720,1,6,2,"(0.197, 0.46]"
30158,0.4,63.5,55.0,720,1,6,2,"(0.197, 0.46]"
30160,0.4,63.3,57.0,720,1,6,2,"(0.197, 0.46]"
30162,0.4,63.6,57.0,720,1,6,2,"(0.197, 0.46]"
30165,0.4,63.1,57.0,720,1,6,2,"(0.197, 0.46]"
30167,0.32,63.0,56.0,721,2,4,5,"(0.197, 0.46]"
30171,0.38,62.0,55.0,721,4,1,5,"(0.197, 0.46]"
30173,0.38,61.0,55.0,721,4,3,3,"(0.197, 0.46]"
30176,0.29,61.3,56.0,721,4,3,7,"(0.197, 0.46]"
30181,0.34,62.0,55.0,722,4,3,5,"(0.197, 0.46]"
30182,0.34,62.3,54.0,722,4,2,6,"(0.197, 0.46]"
30190,0.42,60.6,61.0,722,2,4,2,"(0.197, 0.46]"
30192,0.42,59.8,61.0,722,2,5,2,"(0.197, 0.46]"
30193,0.42,63.4,56.0,722,1,4,2,"(0.197, 0.46]"
30194,0.42,63.4,56.0,722,1,4,2,"(0.197, 0.46]"
30195,0.42,61.5,58.0,722,3,5,2,"(0.197, 0.46]"
30198,0.42,60.0,58.0,722,3,5,2,"(0.197, 0.46]"
30199,0.42,63.3,56.0,722,1,4,2,"(0.197, 0.46]"
30201,0.42,60.9,58.0,723,2,0,3,"(0.197, 0.46]"
30202,0.42,60.2,58.0,723,2,6,2,"(0.197, 0.46]"
30210,0.33,62.1,57.0,723,4,5,3,"(0.197, 0.46]"
30212,0.33,62.1,56.0,723,4,5,3,"(0.197, 0.46]"
30215,0.33,60.7,58.0,723,3,5,3,"(0.197, 0.46]"
30219,0.33,62.8,56.0,723,2,5,3,"(0.197, 0.46]"
30220,0.33,60.6,60.0,723,3,5,3,"(0.197, 0.46]"
30222,0.33,61.1,59.0,723,3,5,3,"(0.197, 0.46]"
30226,0.33,61.5,59.0,723,3,5,3,"(0.197, 0.46]"
30229,0.33,61.9,56.0,723,4,5,3,"(0.197, 0.46]"
30230,0.33,61.2,56.0,723,4,5,3,"(0.197, 0.46]"
30231,0.33,62.3,57.0,723,4,5,3,"(0.197, 0.46]"
30233,0.33,61.9,54.0,723,4,5,3,"(0.197, 0.46]"
30234,0.33,60.8,57.0,723,4,5,3,"(0.197, 0.46]"
30237,0.33,61.1,56.0,723,4,5,3,"(0.197, 0.46]"
30238,0.33,61.6,57.0,723,4,5,3,"(0.197, 0.46]"
30240,0.4,64.1,56.0,723,1,4,3,"(0.197, 0.46]"
30241,0.33,61.5,57.0,723,4,5,3,"(0.197, 0.46]"
30243,0.33,62.1,56.0,723,4,5,3,"(0.197, 0.46]"
30245,0.33,60.2,64.0,724,1,4,6,"(0.197, 0.46]"
30246,0.26,63.3,57.0,724,2,4,6,"(0.197, 0.46]"
30247,0.26,62.5,55.0,724,4,5,5,"(0.197, 0.46]"
30248,0.26,61.7,61.0,724,3,5,5,"(0.197, 0.46]"
30249,0.26,60.8,61.0,724,3,5,5,"(0.197, 0.46]"
30250,0.26,58.9,61.0,724,3,5,5,"(0.197, 0.46]"
30251,0.26,63.6,56.0,724,1,6,5,"(0.197, 0.46]"
30254,0.3,60.7,56.0,725,2,3,6,"(0.197, 0.46]"
30255,0.31,60.4,61.0,725,2,5,6,"(0.197, 0.46]"
30256,0.31,62.5,59.0,725,2,5,6,"(0.197, 0.46]"
30259,0.4,63.0,57.0,725,2,5,2,"(0.197, 0.46]"
30260,0.31,59.8,60.0,725,4,5,6,"(0.197, 0.46]"
30262,0.4,61.9,55.0,725,4,2,3,"(0.197, 0.46]"
30264,0.32,61.3,55.0,725,4,4,4,"(0.197, 0.46]"
30268,0.3,60.8,61.0,725,3,3,4,"(0.197, 0.46]"
30270,0.31,63.1,57.0,446,1,2,2,"(0.197, 0.46]"
30271,0.31,59.0,57.0,446,2,2,2,"(0.197, 0.46]"
30274,0.31,62.3,53.8,447,4,1,3,"(0.197, 0.46]"
30276,0.23,63.8,57.0,447,1,4,3,"(0.197, 0.46]"
30280,0.3,61.0,57.0,447,2,3,2,"(0.197, 0.46]"
30283,0.34,60.0,62.0,447,2,4,1,"(0.197, 0.46]"
30286,0.34,63.0,58.0,447,2,4,1,"(0.197, 0.46]"
30290,0.3,59.8,57.0,447,2,3,2,"(0.197, 0.46]"
30292,0.3,63.3,57.0,447,1,6,1,"(0.197, 0.46]"
30294,0.34,60.2,59.0,447,3,1,2,"(0.197, 0.46]"
30297,0.3,62.4,58.0,447,3,6,1,"(0.197, 0.46]"
30300,0.3,62.0,60.0,725,3,3,4,"(0.197, 0.46]"
30307,0.44,62.1,55.0,726,4,0,5,"(0.197, 0.46]"
30308,0.38,60.4,57.0,726,4,3,3,"(0.197, 0.46]"
30311,0.31,62.1,54.2,726,4,5,4,"(0.197, 0.46]"
30314,0.43,59.8,59.0,726,3,1,1,"(0.197, 0.46]"
30315,0.36,62.2,59.0,726,3,3,4,"(0.197, 0.46]"
30316,0.36,62.0,55.0,726,4,4,3,"(0.197, 0.46]"
30317,0.36,60.6,58.0,726,3,2,5,"(0.197, 0.46]"
30318,0.36,61.7,59.0,726,3,3,4,"(0.197, 0.46]"
30321,0.36,62.3,57.0,726,4,2,5,"(0.197, 0.46]"
30322,0.36,59.7,59.0,726,3,3,4,"(0.197, 0.46]"
30323,0.36,61.2,60.0,726,2,3,4,"(0.197, 0.46]"
30324,0.31,62.0,56.0,726,4,3,5,"(0.197, 0.46]"
30326,0.36,60.9,57.0,726,4,4,3,"(0.197, 0.46]"
30329,0.36,61.6,56.0,726,4,3,4,"(0.197, 0.46]"
30331,0.41,63.8,57.0,727,2,6,1,"(0.197, 0.46]"
30338,0.34,59.3,60.0,727,3,4,2,"(0.197, 0.46]"
30344,0.36,62.7,57.0,727,4,5,4,"(0.197, 0.46]"
30345,0.36,61.5,59.0,727,3,5,4,"(0.197, 0.46]"
30347,0.33,61.1,57.0,727,4,6,4,"(0.197, 0.46]"
30348,0.37,64.0,55.0,728,2,5,3,"(0.197, 0.46]"
30350,0.4,61.9,56.4,728,4,1,5,"(0.197, 0.46]"
30357,0.32,61.2,57.0,729,4,5,5,"(0.197, 0.46]"
30358,0.31,61.1,57.0,729,4,4,4,"(0.197, 0.46]"
30363,0.36,60.9,61.0,729,3,1,4,"(0.197, 0.46]"
30364,0.36,60.3,60.0,729,3,1,4,"(0.197, 0.46]"
30365,0.36,63.3,56.0,729,2,1,4,"(0.197, 0.46]"
30366,0.36,62.0,59.0,729,3,1,4,"(0.197, 0.46]"
30367,0.36,62.1,57.0,729,4,1,4,"(0.197, 0.46]"
30368,0.36,62.1,56.0,729,4,1,4,"(0.197, 0.46]"
30370,0.36,62.1,55.0,729,4,2,3,"(0.197, 0.46]"
30372,0.36,60.9,59.0,729,3,2,3,"(0.197, 0.46]"
30376,0.45,61.5,61.0,729,2,4,1,"(0.197, 0.46]"
30377,0.3,61.6,57.0,729,4,5,4,"(0.197, 0.46]"
30380,0.3,62.5,56.0,730,2,4,5,"(0.197, 0.46]"
30381,0.34,61.5,58.2,730,2,4,3,"(0.197, 0.46]"
30391,0.33,61.5,55.0,730,4,2,6,"(0.197, 0.46]"
30395,0.32,60.6,57.0,730,4,3,5,"(0.197, 0.46]"
30397,0.32,62.0,55.0,730,2,3,5,"(0.197, 0.46]"
30398,0.32,61.9,56.0,730,4,2,6,"(0.197, 0.46]"
30400,0.32,61.4,58.0,730,3,2,6,"(0.197, 0.46]"
30403,0.32,61.2,59.0,730,3,3,5,"(0.197, 0.46]"
30404,0.32,61.4,55.0,730,4,3,5,"(0.197, 0.46]"
30405,0.32,62.2,56.0,730,4,2,6,"(0.197, 0.46]"
30406,0.32,60.8,59.0,730,3,3,5,"(0.197, 0.46]"
30408,0.34,60.0,59.0,730,2,6,3,"(0.197, 0.46]"
30409,0.4,59.4,64.0,730,1,2,3,"(0.197, 0.46]"
30411,0.32,61.7,59.0,730,3,3,5,"(0.197, 0.46]"
30412,0.32,60.2,60.0,730,3,3,5,"(0.197, 0.46]"
30417,0.32,60.4,57.0,730,4,2,6,"(0.197, 0.46]"
30419,0.32,62.2,57.0,730,2,3,5,"(0.197, 0.46]"
30421,0.32,62.7,57.0,730,2,2,6,"(0.197, 0.46]"
30422,0.32,61.6,56.0,730,4,2,6,"(0.197, 0.46]"
30423,0.32,61.4,58.0,730,3,2,6,"(0.197, 0.46]"
30426,0.32,60.9,58.0,730,3,2,6,"(0.197, 0.46]"
30428,0.32,61.5,57.0,730,4,3,5,"(0.197, 0.46]"
30429,0.32,61.9,57.0,730,4,3,5,"(0.197, 0.46]"
30430,0.32,62.9,58.0,730,2,2,6,"(0.197, 0.46]"
30433,0.32,61.7,56.0,730,4,3,6,"(0.197, 0.46]"
30435,0.32,62.9,57.0,730,2,2,6,"(0.197, 0.46]"
30436,0.32,62.4,54.0,730,4,3,5,"(0.197, 0.46]"
30437,0.32,61.2,56.0,730,4,3,5,"(0.197, 0.46]"
30442,0.32,61.5,59.0,730,3,2,6,"(0.197, 0.46]"
30445,0.43,60.9,59.0,731,2,0,3,"(0.197, 0.46]"
30446,0.3,61.2,61.0,731,4,5,5,"(0.197, 0.46]"
30453,0.3,63.7,56.0,731,1,4,4,"(0.197, 0.46]"
30457,0.3,61.7,60.0,731,3,5,3,"(0.197, 0.46]"
30460,0.32,61.3,60.0,732,4,3,6,"(0.197, 0.46]"
30462,0.31,62.7,56.0,732,4,6,2,"(0.197, 0.46]"
30465,0.31,61.1,57.0,732,3,6,2,"(0.197, 0.46]"
30466,0.31,61.1,56.0,732,4,6,2,"(0.197, 0.46]"
30467,0.31,63.1,57.0,732,2,6,2,"(0.197, 0.46]"
30470,0.31,63.5,57.0,732,2,6,2,"(0.197, 0.46]"
30471,0.41,63.7,55.0,732,1,3,1,"(0.197, 0.46]"
30474,0.31,62.0,54.0,732,4,1,6,"(0.197, 0.46]"
30475,0.31,61.0,58.0,732,3,1,6,"(0.197, 0.46]"
30479,0.31,60.2,56.0,732,3,6,2,"(0.197, 0.46]"
30486,0.31,62.1,56.0,732,4,6,2,"(0.197, 0.46]"
30487,0.31,62.3,55.0,732,4,6,2,"(0.197, 0.46]"
30488,0.31,62.3,54.0,732,4,6,2,"(0.197, 0.46]"
30491,0.31,61.7,57.0,732,4,6,2,"(0.197, 0.46]"
30492,0.31,61.4,58.0,732,3,6,2,"(0.197, 0.46]"
30493,0.31,61.4,55.0,732,4,6,2,"(0.197, 0.46]"
30495,0.31,61.9,57.0,732,4,6,2,"(0.197, 0.46]"
30497,0.31,61.4,58.0,732,3,6,2,"(0.197, 0.46]"
30498,0.31,62.4,56.0,732,4,6,2,"(0.197, 0.46]"
30499,0.31,62.4,53.0,732,4,6,2,"(0.197, 0.46]"
30503,0.31,62.9,56.0,732,4,6,2,"(0.197, 0.46]"
30505,0.31,62.4,56.0,732,4,6,2,"(0.197, 0.46]"
30507,0.31,63.0,55.0,732,4,6,2,"(0.197, 0.46]"
30508,0.31,63.0,54.0,732,4,6,2,"(0.197, 0.46]"
30509,0.31,61.8,57.0,732,4,6,2,"(0.197, 0.46]"
30512,0.31,63.5,56.0,732,2,6,2,"(0.197, 0.46]"
30513,0.31,63.5,56.0,732,2,6,2,"(0.197, 0.46]"
30517,0.31,61.8,56.0,732,4,6,2,"(0.197, 0.46]"
30518,0.3,61.2,59.0,732,3,6,4,"(0.197, 0.46]"
30519,0.35,61.1,56.0,733,2,2,6,"(0.197, 0.46]"
30521,0.32,61.3,55.0,733,4,3,6,"(0.197, 0.46]"
30523,0.31,60.7,57.0,733,4,5,4,"(0.197, 0.46]"
30524,0.26,62.0,56.0,733,4,4,7,"(0.197, 0.46]"
30525,0.44,63.5,57.0,733,1,2,2,"(0.197, 0.46]"
30533,0.4,64.0,56.0,734,1,0,4,"(0.197, 0.46]"
30534,0.39,59.8,61.0,734,2,3,3,"(0.197, 0.46]"
30535,0.39,63.7,53.0,734,1,3,3,"(0.197, 0.46]"
30536,0.39,60.4,61.0,734,2,3,3,"(0.197, 0.46]"
30538,0.31,62.9,55.0,734,2,6,3,"(0.197, 0.46]"
30539,0.31,61.9,56.0,734,4,6,3,"(0.197, 0.46]"
30545,0.31,62.7,57.0,734,4,6,3,"(0.197, 0.46]"
30546,0.31,62.0,55.0,734,4,6,3,"(0.197, 0.46]"
30547,0.31,61.0,58.0,734,3,5,4,"(0.197, 0.46]"
30548,0.31,61.5,56.0,734,4,6,3,"(0.197, 0.46]"
30550,0.31,62.5,56.0,734,4,6,3,"(0.197, 0.46]"
30551,0.31,60.0,59.0,734,3,5,4,"(0.197, 0.46]"
30552,0.31,62.3,55.0,734,2,6,3,"(0.197, 0.46]"
30554,0.31,62.3,55.0,734,4,6,3,"(0.197, 0.46]"
30561,0.31,61.8,56.0,734,4,5,4,"(0.197, 0.46]"
30562,0.31,62.2,54.0,734,4,6,3,"(0.197, 0.46]"
30564,0.31,61.1,58.0,734,3,5,4,"(0.197, 0.46]"
30566,0.31,62.1,54.0,734,4,6,3,"(0.197, 0.46]"
30567,0.31,61.8,55.0,734,4,6,3,"(0.197, 0.46]"
30568,0.31,61.8,56.0,734,4,6,3,"(0.197, 0.46]"
30570,0.31,62.2,56.0,734,4,6,3,"(0.197, 0.46]"
30571,0.31,61.2,55.0,734,4,6,3,"(0.197, 0.46]"
30573,0.31,62.1,54.0,734,4,6,3,"(0.197, 0.46]"
30577,0.31,62.1,54.0,734,4,6,3,"(0.197, 0.46]"
30581,0.31,62.0,59.0,734,3,6,3,"(0.197, 0.46]"
30583,0.31,62.2,57.0,734,4,6,3,"(0.197, 0.46]"
30584,0.31,61.5,56.0,734,4,6,3,"(0.197, 0.46]"
30585,0.31,61.6,55.0,734,4,6,3,"(0.197, 0.46]"
30588,0.31,61.5,56.0,734,4,6,3,"(0.197, 0.46]"
30589,0.31,60.4,57.0,734,4,5,4,"(0.197, 0.46]"
30590,0.31,61.8,56.0,734,4,5,4,"(0.197, 0.46]"
30591,0.31,62.1,56.0,734,4,6,3,"(0.197, 0.46]"
30593,0.31,62.1,55.0,734,4,6,3,"(0.197, 0.46]"
30595,0.31,62.5,57.0,734,4,6,3,"(0.197, 0.46]"
30596,0.31,60.7,59.0,734,3,6,3,"(0.197, 0.46]"
30597,0.31,60.7,56.0,734,4,6,3,"(0.197, 0.46]"
30598,0.31,61.4,57.0,734,4,5,4,"(0.197, 0.46]"
30600,0.3,62.9,58.0,447,2,6,1,"(0.197, 0.46]"
30602,0.3,62.3,58.0,447,3,6,1,"(0.197, 0.46]"
30605,0.34,61.8,57.0,447,2,1,2,"(0.197, 0.46]"
30606,0.34,63.5,56.0,447,1,4,1,"(0.197, 0.46]"
30608,0.34,62.8,59.0,447,2,3,1,"(0.197, 0.46]"
30611,0.3,63.4,56.0,447,1,6,1,"(0.197, 0.46]"
30613,0.3,61.8,58.0,447,2,6,1,"(0.197, 0.46]"
30615,0.3,58.8,60.0,447,2,3,2,"(0.197, 0.46]"
30623,0.3,60.2,60.0,447,3,6,1,"(0.197, 0.46]"
30626,0.28,62.4,54.0,448,4,1,4,"(0.197, 0.46]"
30627,0.26,62.6,56.0,448,4,2,4,"(0.197, 0.46]"
30630,0.31,62.2,56.0,734,4,6,3,"(0.197, 0.46]"
30631,0.31,62.2,55.0,734,4,6,3,"(0.197, 0.46]"
30632,0.31,62.7,55.0,734,4,6,3,"(0.197, 0.46]"
30633,0.41,60.4,58.0,735,2,3,2,"(0.197, 0.46]"
30634,0.34,62.0,56.0,735,4,3,5,"(0.197, 0.46]"
30638,0.41,62.3,56.0,735,4,6,2,"(0.197, 0.46]"
30644,0.42,63.0,59.0,735,2,6,2,"(0.197, 0.46]"
30645,0.3,61.1,57.0,736,4,4,5,"(0.197, 0.46]"
30647,0.4,61.5,59.0,736,4,1,4,"(0.197, 0.46]"
30649,0.4,61.9,57.0,736,4,1,4,"(0.197, 0.46]"
30650,0.3,61.3,57.0,736,4,5,4,"(0.197, 0.46]"
30651,0.32,61.8,56.0,736,4,6,4,"(0.197, 0.46]"
30655,0.31,62.3,56.0,736,2,6,4,"(0.197, 0.46]"
30658,0.37,61.0,56.0,737,4,5,3,"(0.197, 0.46]"
30660,0.3,61.6,58.0,737,3,4,5,"(0.197, 0.46]"
30661,0.4,61.8,56.0,737,4,5,2,"(0.197, 0.46]"
30663,0.3,61.1,59.0,737,3,4,5,"(0.197, 0.46]"
30665,0.3,61.0,59.0,737,3,4,5,"(0.197, 0.46]"
30666,0.4,63.0,56.0,737,2,1,4,"(0.197, 0.46]"
30669,0.4,62.8,59.0,737,2,4,2,"(0.197, 0.46]"
30670,0.4,62.0,56.0,737,2,4,2,"(0.197, 0.46]"
30671,0.3,59.8,62.0,737,2,3,6,"(0.197, 0.46]"
30678,0.4,60.1,59.0,737,3,5,2,"(0.197, 0.46]"
30680,0.4,62.2,55.0,737,4,5,2,"(0.197, 0.46]"
30684,0.4,62.2,58.0,737,3,5,2,"(0.197, 0.46]"
30686,0.42,63.2,57.0,737,1,3,2,"(0.197, 0.46]"
30687,0.4,63.6,57.0,737,1,4,2,"(0.197, 0.46]"
30689,0.3,61.5,58.0,737,3,4,5,"(0.197, 0.46]"
30691,0.4,62.3,60.0,737,3,4,2,"(0.197, 0.46]"
30692,0.4,62.9,59.0,737,2,1,4,"(0.197, 0.46]"
30695,0.4,62.7,57.0,737,4,5,2,"(0.197, 0.46]"
30697,0.4,61.3,61.0,737,2,5,2,"(0.197, 0.46]"
30700,0.4,63.5,56.0,737,1,5,2,"(0.197, 0.46]"
30701,0.3,61.3,58.0,737,3,3,6,"(0.197, 0.46]"
30704,0.4,62.6,59.0,737,3,4,2,"(0.197, 0.46]"
30706,0.4,60.9,60.0,737,3,5,2,"(0.197, 0.46]"
30707,0.4,63.8,55.0,737,1,1,4,"(0.197, 0.46]"
30708,0.37,63.7,56.0,738,2,5,4,"(0.197, 0.46]"
30716,0.33,62.1,55.0,738,4,4,4,"(0.197, 0.46]"
30717,0.37,63.7,55.0,738,1,4,2,"(0.197, 0.46]"
30720,0.41,63.2,57.0,738,1,6,2,"(0.197, 0.46]"
30721,0.41,62.1,56.0,738,2,6,3,"(0.197, 0.46]"
30724,0.41,59.2,62.0,738,2,6,2,"(0.197, 0.46]"
30725,0.41,63.2,58.0,738,1,6,2,"(0.197, 0.46]"
30727,0.33,61.1,56.0,739,2,4,5,"(0.197, 0.46]"
30736,0.31,60.8,59.0,739,3,2,7,"(0.197, 0.46]"
30737,0.43,63.1,56.0,739,1,5,2,"(0.197, 0.46]"
30740,0.43,63.2,57.0,739,1,5,2,"(0.197, 0.46]"
30741,0.43,63.6,53.0,739,1,4,2,"(0.197, 0.46]"
30744,0.43,63.8,57.0,739,1,4,2,"(0.197, 0.46]"
30745,0.36,63.4,54.0,739,1,6,3,"(0.197, 0.46]"
30746,0.34,62.3,59.0,740,2,3,5,"(0.197, 0.46]"
30753,0.25,60.7,59.0,740,3,4,6,"(0.197, 0.46]"
30759,0.25,62.5,59.0,740,3,5,5,"(0.197, 0.46]"
30760,0.25,62.5,59.0,740,3,5,5,"(0.197, 0.46]"
30762,0.25,63.1,56.0,740,2,5,5,"(0.197, 0.46]"
30764,0.25,62.9,58.0,740,3,5,6,"(0.197, 0.46]"
30772,0.38,62.2,57.0,741,4,2,3,"(0.197, 0.46]"
30778,0.3,60.7,59.0,741,3,6,5,"(0.197, 0.46]"
30780,0.4,62.5,55.0,741,4,6,2,"(0.197, 0.46]"
30781,0.33,61.3,59.0,741,3,5,5,"(0.197, 0.46]"
30783,0.3,62.5,56.0,742,2,5,5,"(0.197, 0.46]"
30784,0.36,60.2,59.0,742,2,5,5,"(0.197, 0.46]"
30795,0.41,62.0,57.0,742,4,1,3,"(0.197, 0.46]"
30796,0.36,61.7,55.0,742,4,5,3,"(0.197, 0.46]"
30797,0.3,60.8,58.0,742,4,6,4,"(0.197, 0.46]"
30799,0.3,62.8,57.0,742,4,6,4,"(0.197, 0.46]"
30801,0.43,60.7,57.0,742,4,4,1,"(0.197, 0.46]"
30803,0.3,60.0,63.0,742,1,4,7,"(0.197, 0.46]"
30804,0.4,64.0,55.0,742,1,6,4,"(0.197, 0.46]"
30809,0.35,62.0,53.9,743,4,2,6,"(0.197, 0.46]"
30811,0.41,61.5,55.0,743,4,2,3,"(0.197, 0.46]"
30816,0.33,62.8,54.0,743,4,3,3,"(0.197, 0.46]"
30818,0.33,61.9,57.0,743,4,5,2,"(0.197, 0.46]"
30822,0.33,62.7,56.0,743,3,5,2,"(0.197, 0.46]"
30823,0.33,62.4,56.0,743,4,1,5,"(0.197, 0.46]"
30825,0.33,62.4,57.0,743,4,1,5,"(0.197, 0.46]"
30826,0.33,62.1,56.0,743,3,1,5,"(0.197, 0.46]"
30827,0.33,62.2,59.0,743,3,1,5,"(0.197, 0.46]"
30830,0.33,61.5,58.0,743,3,1,5,"(0.197, 0.46]"
30831,0.33,61.4,58.0,743,3,1,5,"(0.197, 0.46]"
30837,0.33,59.5,59.0,743,3,2,4,"(0.197, 0.46]"
30838,0.33,61.4,57.0,743,4,2,4,"(0.197, 0.46]"
30841,0.33,61.5,56.0,743,4,2,4,"(0.197, 0.46]"
30843,0.33,61.8,56.0,743,4,2,4,"(0.197, 0.46]"
30844,0.33,61.9,58.0,743,3,2,4,"(0.197, 0.46]"
30845,0.33,62.1,59.0,743,3,2,4,"(0.197, 0.46]"
30850,0.33,59.4,61.0,743,3,3,3,"(0.197, 0.46]"
30854,0.33,60.0,58.0,743,3,3,3,"(0.197, 0.46]"
30855,0.33,59.3,61.0,743,3,3,3,"(0.197, 0.46]"
30856,0.33,60.6,61.0,743,3,3,3,"(0.197, 0.46]"
30858,0.33,60.8,58.0,743,3,3,3,"(0.197, 0.46]"
30861,0.33,61.6,55.0,743,4,3,3,"(0.197, 0.46]"
30862,0.33,61.1,59.0,743,3,3,3,"(0.197, 0.46]"
30863,0.33,61.3,59.0,743,3,3,3,"(0.197, 0.46]"
30864,0.33,62.2,56.0,743,4,3,3,"(0.197, 0.46]"
30865,0.33,62.6,58.0,743,3,3,3,"(0.197, 0.46]"
30866,0.33,62.0,58.0,743,3,3,3,"(0.197, 0.46]"
30869,0.33,62.1,56.0,743,3,3,3,"(0.197, 0.46]"
30872,0.33,62.3,57.0,743,4,3,3,"(0.197, 0.46]"
30873,0.33,61.9,59.0,743,3,3,3,"(0.197, 0.46]"
30877,0.33,61.1,58.0,743,3,5,2,"(0.197, 0.46]"
30879,0.33,60.3,60.0,743,3,5,2,"(0.197, 0.46]"
30882,0.33,62.2,59.0,743,3,5,2,"(0.197, 0.46]"
30883,0.33,62.4,56.0,743,4,5,2,"(0.197, 0.46]"
30884,0.33,62.5,55.0,743,4,5,2,"(0.197, 0.46]"
30885,0.33,62.5,55.0,743,4,5,2,"(0.197, 0.46]"
30886,0.33,63.0,54.0,743,4,5,2,"(0.197, 0.46]"
30889,0.42,60.0,61.0,743,2,5,2,"(0.197, 0.46]"
30890,0.42,62.1,55.0,743,4,5,2,"(0.197, 0.46]"
30892,0.38,60.4,58.0,744,2,5,3,"(0.197, 0.46]"
30894,0.35,61.6,57.0,744,4,5,3,"(0.197, 0.46]"
30896,0.41,61.7,56.0,744,4,6,2,"(0.197, 0.46]"
30897,0.41,61.9,55.0,744,4,6,2,"(0.197, 0.46]"
30903,0.39,61.5,57.0,745,4,3,3,"(0.197, 0.46]"
30904,0.31,60.9,57.0,745,4,5,3,"(0.197, 0.46]"
30910,0.34,62.5,55.0,745,4,5,3,"(0.197, 0.46]"
30912,0.34,62.1,55.0,745,4,5,3,"(0.197, 0.46]"
30913,0.34,60.9,60.0,745,3,5,3,"(0.197, 0.46]"
30924,0.34,62.6,57.0,745,4,5,3,"(0.197, 0.46]"
30927,0.34,60.4,58.0,745,3,4,4,"(0.197, 0.46]"
30928,0.34,62.4,56.0,745,4,5,3,"(0.197, 0.46]"
30929,0.34,61.0,59.0,745,3,5,3,"(0.197, 0.46]"
30934,0.24,61.9,57.0,449,2,2,5,"(0.197, 0.46]"
30935,0.24,61.5,56.0,449,2,2,5,"(0.197, 0.46]"
30944,0.27,62.2,56.0,449,4,2,4,"(0.197, 0.46]"
30945,0.32,62.1,55.0,449,4,6,1,"(0.197, 0.46]"
30949,0.32,61.9,59.0,449,2,2,2,"(0.197, 0.46]"
30950,0.32,62.4,58.0,449,2,5,1,"(0.197, 0.46]"
30953,0.32,62.5,55.0,449,4,1,3,"(0.197, 0.46]"
30955,0.32,61.2,58.0,449,3,5,1,"(0.197, 0.46]"
30956,0.32,62.0,55.0,449,4,5,1,"(0.197, 0.46]"
30957,0.32,62.5,57.0,449,4,1,3,"(0.197, 0.46]"
30958,0.32,62.0,57.0,449,4,1,3,"(0.197, 0.46]"
30960,0.4,62.1,56.0,746,2,2,3,"(0.197, 0.46]"
30961,0.46,61.4,56.0,746,4,0,3,"(0.46, 0.72]"
30964,0.37,61.6,56.0,746,4,4,2,"(0.197, 0.46]"
30965,0.39,62.7,54.0,746,3,3,1,"(0.197, 0.46]"
30969,0.38,60.5,58.0,746,3,1,2,"(0.197, 0.46]"
30971,0.39,61.4,57.0,746,4,0,3,"(0.197, 0.46]"
30972,0.37,59.2,61.0,746,2,3,4,"(0.197, 0.46]"
30974,0.38,61.4,61.0,746,2,4,4,"(0.197, 0.46]"
30975,0.37,60.6,58.0,746,3,4,3,"(0.197, 0.46]"
30976,0.37,60.6,56.0,746,4,4,3,"(0.197, 0.46]"
30977,0.37,59.7,59.0,746,3,4,3,"(0.197, 0.46]"
30983,0.37,63.1,56.0,746,1,3,4,"(0.197, 0.46]"
30987,0.37,61.0,58.0,746,2,4,3,"(0.197, 0.46]"
30989,0.37,61.3,58.0,746,3,2,5,"(0.197, 0.46]"
30990,0.37,61.4,56.0,746,4,4,3,"(0.197, 0.46]"
31000,0.35,62.3,57.0,747,4,5,4,"(0.197, 0.46]"
31002,0.32,59.0,61.0,748,2,5,6,"(0.197, 0.46]"
31003,0.41,64.3,54.0,748,1,2,2,"(0.197, 0.46]"
31004,0.45,61.3,55.0,748,4,1,3,"(0.197, 0.46]"
31008,0.35,60.2,58.0,748,3,4,2,"(0.197, 0.46]"
31010,0.35,61.7,58.0,748,3,4,2,"(0.197, 0.46]"
31011,0.35,62.3,58.0,748,3,4,2,"(0.197, 0.46]"
31012,0.35,62.5,54.0,748,4,4,2,"(0.197, 0.46]"
31014,0.35,63.1,56.0,748,2,4,2,"(0.197, 0.46]"
31015,0.31,62.4,56.0,749,2,5,5,"(0.197, 0.46]"
31018,0.41,59.7,63.0,749,1,4,3,"(0.197, 0.46]"
31023,0.31,58.2,61.0,749,3,3,4,"(0.197, 0.46]"
31026,0.31,59.4,58.0,749,3,4,3,"(0.197, 0.46]"
31029,0.31,60.7,61.0,749,3,4,3,"(0.197, 0.46]"
31030,0.31,61.6,56.0,749,4,4,3,"(0.197, 0.46]"
31032,0.31,63.5,55.0,749,2,4,3,"(0.197, 0.46]"
31034,0.31,63.6,54.0,749,1,4,3,"(0.197, 0.46]"
31036,0.37,61.4,58.0,749,3,2,3,"(0.197, 0.46]"
31041,0.38,62.0,55.0,750,2,1,4,"(0.197, 0.46]"
31042,0.39,62.0,56.0,750,4,1,5,"(0.197, 0.46]"
31043,0.33,62.4,55.0,750,4,4,5,"(0.197, 0.46]"
31048,0.42,62.0,54.0,751,2,3,2,"(0.197, 0.46]"
31049,0.4,62.6,54.0,751,4,1,5,"(0.197, 0.46]"
31051,0.3,61.6,55.0,751,4,4,5,"(0.197, 0.46]"
31055,0.38,63.5,57.0,752,2,1,6,"(0.197, 0.46]"
31057,0.24,60.9,56.0,752,4,5,6,"(0.197, 0.46]"
